frame,x_0,y_0,v_0,x_1,y_1,v_1,x_2,y_2,v_2,x_3,y_3,v_3,x_4,y_4,v_4,x_5,y_5,v_5,x_6,y_6,v_6,x_7,y_7,v_7,x_8,y_8,v_8,x_9,y_9,v_9,x_10,y_10,v_10,x_11,y_11,v_11,x_12,y_12,v_12,x_13,y_13,v_13,x_14,y_14,v_14,x_15,y_15,v_15,x_16,y_16,v_16,x_17,y_17,v_17,x_18,y_18,v_18,x_19,y_19,v_19,x_20,y_20,v_20,x_21,y_21,v_21,x_22,y_22,v_22,x_23,y_23,v_23,x_24,y_24,v_24,x_25,y_25,v_25,x_26,y_26,v_26,x_27,y_27,v_27,x_28,y_28,v_28,x_29,y_29,v_29,x_30,y_30,v_30,x_31,y_31,v_31,x_32,y_32,v_32
258,0.6771048307418823,0.21519456803798676,0.8602052330970764,0.6741098165512085,0.21092277765274048,0.8642491102218628,0.6724296808242798,0.2103167027235031,0.8614381551742554,0.6708324551582336,0.20972539484500885,0.8611134886741638,0.6787960529327393,0.21075408160686493,0.8591542840003967,0.6805745363235474,0.20983390510082245,0.8569840788841248,0.6833021640777588,0.2089187651872635,0.8667459487915039,0.6691967248916626,0.20490941405296326,0.8575515747070312,0.6856148838996887,0.20610614120960236,0.8777082562446594,0.6753191947937012,0.21280430257320404,0.8595894575119019,0.6806253790855408,0.21314294636249542,0.8546806573867798,0.657950222492218,0.20796766877174377,0.9994884133338928,0.7066258788108826,0.20928427577018738,0.999613344669342,0.6635591983795166,0.20298947393894196,0.39288467168807983,0.7326626777648926,0.2422083467245102,0.1817139834165573,0.677040696144104,0.2234208881855011,0.200519859790802,0.722732424736023,0.2985137403011322,0.11410064250230789,0.6772836446762085,0.22395847737789154,0.2042308896780014,0.7190082669258118,0.30238375067710876,0.12565317749977112,0.6806953549385071,0.22507943212985992,0.20633725821971893,0.7151541709899902,0.3079623281955719,0.12287088483572006,0.6817204356193542,0.22496911883354187,0.1891631782054901,0.716278612613678,0.3058285117149353,0.1196802482008934,0.6713109612464905,0.30699142813682556,0.9999708533287048,0.7099320888519287,0.2993279695510864,0.999964714050293,0.6360079646110535,0.34625980257987976,0.762047290802002,0.7252573370933533,0.35308319330215454,0.553117573261261,0.6770731210708618,0.3960922956466675,0.8308132886886597,0.7690935730934143,0.3917010426521301,0.7354373931884766,0.6876207590103149,0.3922264873981476,0.9398979544639587,0.7732325792312622,0.3914363384246826,0.9260868430137634,0.6794917583465576,0.43137800693511963,0.8387966752052307,0.7853292226791382,0.41107377409935,0.7645933032035828
259,0.6796301007270813,0.21487630903720856,0.8541207909584045,0.6767417788505554,0.21079567074775696,0.8586925864219666,0.6749545931816101,0.21018223464488983,0.8526854515075684,0.6732213497161865,0.20959609746932983,0.8555282354354858,0.6817342638969421,0.21055252850055695,0.856038510799408,0.6870768070220947,0.20992359519004822,0.8533069491386414,0.6878940463066101,0.20937137305736542,0.8664202690124512,0.6717336177825928,0.20527979731559753,0.8542262315750122,0.689660906791687,0.2080240100622177,0.8816928863525391,0.6778096556663513,0.2131350338459015,0.8578392267227173,0.6832865476608276,0.21316908299922943,0.856631875038147,0.6596437096595764,0.21002055704593658,0.9995202422142029,0.7126555442810059,0.21129144728183746,0.9996387362480164,0.6639803647994995,0.20675478875637054,0.3814111649990082,0.7420019507408142,0.24583832919597626,0.18514634668827057,0.6929131746292114,0.2707561254501343,0.18523132801055908,0.7332534790039062,0.30769962072372437,0.10972967743873596,0.6972739696502686,0.2742806375026703,0.18797960877418518,0.7293546199798584,0.3140084147453308,0.11884216219186783,0.7019515633583069,0.2772473394870758,0.19039011001586914,0.7242919206619263,0.3173530399799347,0.11642283946275711,0.7015672922134399,0.27767860889434814,0.17518135905265808,0.7251894474029541,0.31505587697029114,0.11339633911848068,0.671161949634552,0.3114994764328003,0.9999724626541138,0.7099722623825073,0.3018486201763153,0.9999663829803467,0.6363734602928162,0.3513087034225464,0.7805949449539185,0.7133072018623352,0.34314486384391785,0.5609473586082458,0.6762567758560181,0.4054499864578247,0.822659432888031,0.7294379472732544,0.3918994069099426,0.7335377931594849,0.6874217391014099,0.40289756655693054,0.9380247592926025,0.7297168970108032,0.391130268573761,0.9249923825263977,0.6799317598342896,0.4415375888347626,0.8118953108787537,0.7261092066764832,0.4229094684123993,0.7450564503669739
260,0.6814959049224854,0.2150357961654663,0.8653936982154846,0.6790923476219177,0.21078862249851227,0.8704314231872559,0.677416980266571,0.21025091409683228,0.8644627332687378,0.6757858991622925,0.20972391963005066,0.8677040934562683,0.6837943196296692,0.21058256924152374,0.868185818195343,0.6861535906791687,0.21001756191253662,0.8653998970985413,0.6876739263534546,0.20951969921588898,0.8779085278511047,0.6743737459182739,0.20617912709712982,0.8663665056228638,0.6903209090232849,0.2080625742673874,0.8924740552902222,0.6793749332427979,0.21374773979187012,0.8684139251708984,0.6845110654830933,0.214254692196846,0.8676440119743347,0.6599725484848022,0.21077373623847961,0.999538779258728,0.7098432183265686,0.2141992598772049,0.9996688961982727,0.6611632108688354,0.22259029746055603,0.35272860527038574,0.7363901138305664,0.2471187859773636,0.22035613656044006,0.682915210723877,0.27542874217033386,0.16961446404457092,0.7434808611869812,0.3053496479988098,0.12221057713031769,0.6853880882263184,0.280119925737381,0.17299479246139526,0.7454103231430054,0.3134065866470337,0.12969207763671875,0.6896346211433411,0.2807053327560425,0.17562291026115417,0.7424365878105164,0.314396470785141,0.1272457093000412,0.6899765729904175,0.28019949793815613,0.1619652509689331,0.7406765222549438,0.3116247057914734,0.12196869403123856,0.6726213097572327,0.313947468996048,0.9999731183052063,0.7089096903800964,0.3036327660083771,0.9999682903289795,0.6447235345840454,0.35357338190078735,0.7848836779594421,0.7094328999519348,0.34276437759399414,0.5583728551864624,0.6726551055908203,0.41028064489364624,0.8070561289787292,0.7271472215652466,0.39626672863960266,0.7203630208969116,0.6799393892288208,0.4090631604194641,0.9333778619766235,0.726363480091095,0.4009372293949127,0.9212861657142639,0.6754909753799438,0.44953787326812744,0.797842264175415,0.7255961298942566,0.43718641996383667,0.7328108549118042
261,0.6825295686721802,0.2174336314201355,0.8614394664764404,0.6798660755157471,0.21286606788635254,0.8684420585632324,0.6782347559928894,0.2122960239648819,0.8588468432426453,0.6766248941421509,0.2117362767457962,0.8677309155464172,0.6842361688613892,0.2127835601568222,0.8664904832839966,0.685958743095398,0.21217703819274902,0.8606059551239014,0.6875005960464478,0.2116786539554596,0.8778702616691589,0.6750417947769165,0.20812009274959564,0.8671326637268066,0.6896475553512573,0.2091706395149231,0.8944671154022217,0.6806739568710327,0.21693506836891174,0.8688893914222717,0.6854554414749146,0.21765321493148804,0.8675410151481628,0.6604892015457153,0.21236670017242432,0.9995394945144653,0.7103601694107056,0.21863487362861633,0.9996644258499146,0.6617431044578552,0.2680525481700897,0.33981597423553467,0.7397395968437195,0.26654312014579773,0.21534626185894012,0.679189145565033,0.31076186895370483,0.1555374711751938,0.7393773794174194,0.3061628043651581,0.11465176194906235,0.6812506914138794,0.3186468482017517,0.15836234390735626,0.7394976615905762,0.3127489686012268,0.12177284806966782,0.6859564185142517,0.31649526953697205,0.1608932465314865,0.7342485785484314,0.3125811219215393,0.11944134533405304,0.6864808201789856,0.3132786750793457,0.14883969724178314,0.7331445217132568,0.31016623973846436,0.11461136490106583,0.676540195941925,0.3181426227092743,0.9999732375144958,0.7089218497276306,0.3121531009674072,0.999969482421875,0.6449688673019409,0.3551276922225952,0.7942286133766174,0.7042204737663269,0.34104180335998535,0.5449983477592468,0.6714419722557068,0.4132094085216522,0.8020634651184082,0.725324273109436,0.3987947106361389,0.7014545798301697,0.6781691312789917,0.41217726469039917,0.929185152053833,0.7260152101516724,0.4015063941478729,0.9142935872077942,0.6744366884231567,0.45141297578811646,0.7855002284049988,0.7259050607681274,0.4387644827365875,0.7101119756698608
262,0.6816030144691467,0.217303067445755,0.8602420687675476,0.6790103912353516,0.2127467542886734,0.8664212226867676,0.6773921847343445,0.21222525835037231,0.8548626899719238,0.6758127808570862,0.21171076595783234,0.866604208946228,0.6836696863174438,0.21268340945243835,0.8657358288764954,0.6854629516601562,0.212008535861969,0.8597002029418945,0.6871851682662964,0.21151171624660492,0.8793351054191589,0.6765690445899963,0.20639586448669434,0.8654581308364868,0.6897806525230408,0.20930053293704987,0.8985466361045837,0.6799569725990295,0.21679948270320892,0.8695708513259888,0.685066819190979,0.21748287975788116,0.8697943687438965,0.6618592739105225,0.21258212625980377,0.9995532631874084,0.7137662172317505,0.21847409009933472,0.9996864795684814,0.6608169078826904,0.26489993929862976,0.331213116645813,0.7431091070175171,0.2638596296310425,0.21965959668159485,0.6774918437004089,0.30492594838142395,0.1435737907886505,0.7395815253257751,0.3058052361011505,0.10952656716108322,0.6792598366737366,0.3127346336841583,0.14603863656520844,0.7384787201881409,0.31212401390075684,0.11567248404026031,0.6835269927978516,0.31092581152915955,0.14866219460964203,0.7332461476325989,0.31198620796203613,0.11343134939670563,0.6842831373214722,0.3081548511981964,0.13783197104930878,0.7326024770736694,0.3097480237483978,0.10910721868276596,0.6759554147720337,0.3175069987773895,0.9999740123748779,0.7100573778152466,0.3120543658733368,0.9999710321426392,0.638132631778717,0.3539355397224426,0.8105317950248718,0.6983461976051331,0.3421929180622101,0.5541080832481384,0.6648369431495667,0.4152814745903015,0.8090776801109314,0.7158015966415405,0.40635743737220764,0.704275906085968,0.6727596521377563,0.4150295555591583,0.9325666427612305,0.7178049087524414,0.41148078441619873,0.9163097739219666,0.6677649021148682,0.45494091510772705,0.7908241748809814,0.7200182676315308,0.4467858672142029,0.7063571214675903
263,0.6822991967201233,0.21339266002178192,0.8507011532783508,0.6795192956924438,0.20904186367988586,0.8591179847717285,0.6777476668357849,0.2088148593902588,0.8447554707527161,0.6760210394859314,0.20859557390213013,0.8608338236808777,0.684664249420166,0.20846900343894958,0.8585682511329651,0.6865769624710083,0.20774805545806885,0.8507772088050842,0.6884725093841553,0.20722603797912598,0.8747759461402893,0.6758642196655273,0.20567668974399567,0.8594434857368469,0.6908394694328308,0.2076520025730133,0.8973621726036072,0.6803531646728516,0.2142161875963211,0.8641185164451599,0.6860362887382507,0.21428434550762177,0.8661155104637146,0.662318229675293,0.21278713643550873,0.9995404481887817,0.7117812633514404,0.21833325922489166,0.9997009038925171,0.6600608229637146,0.2634585499763489,0.3339874744415283,0.7438082098960876,0.2602083086967468,0.22617027163505554,0.6742162704467773,0.30281898379325867,0.13413327932357788,0.7413653135299683,0.3005882501602173,0.10652098059654236,0.6745406985282898,0.3104534149169922,0.13592684268951416,0.7407386898994446,0.3064763844013214,0.11161386221647263,0.6787638664245605,0.30876943469047546,0.1386982500553131,0.7355896234512329,0.30556607246398926,0.10940099507570267,0.6798712611198425,0.3059670329093933,0.12873780727386475,0.7346435785293579,0.303695946931839,0.10537997633218765,0.6763960123062134,0.31611180305480957,0.9999731779098511,0.711828351020813,0.31097814440727234,0.9999716281890869,0.6389915943145752,0.3475826680660248,0.8233687281608582,0.7001391053199768,0.34137678146362305,0.5579087138175964,0.6641144752502441,0.4132373034954071,0.8198054432868958,0.7180749773979187,0.40833184123039246,0.7110109329223633,0.6710955500602722,0.4141843914985657,0.9367092251777649,0.7206998467445374,0.4133789837360382,0.9195768237113953,0.6664947271347046,0.4538719952106476,0.8022028207778931,0.7212709188461304,0.4495525658130646,0.7120176553726196
264,0.6810968518257141,0.21330508589744568,0.8417090177536011,0.6784497499465942,0.20895618200302124,0.8497779369354248,0.6767281293869019,0.20869708061218262,0.8343285918235779,0.675058901309967,0.20844347774982452,0.8512539863586426,0.683570384979248,0.20844179391860962,0.8504306077957153,0.6855382919311523,0.20775188505649567,0.844188392162323,0.6874580383300781,0.2072298675775528,0.8705209493637085,0.6767717003822327,0.2047155350446701,0.8523334264755249,0.6911991834640503,0.206796333193779,0.8986954689025879,0.679213285446167,0.21407409012317657,0.8601887822151184,0.6848744750022888,0.21415495872497559,0.8655349612236023,0.6621047258377075,0.21203358471393585,0.9995622038841248,0.7109571695327759,0.21799877285957336,0.9997246265411377,0.6598535776138306,0.24654892086982727,0.321102112531662,0.7414196729660034,0.25552427768707275,0.2425595074892044,0.6754045486450195,0.2855866253376007,0.12363000959157944,0.7403744459152222,0.30071982741355896,0.10730814933776855,0.6760545372962952,0.29308438301086426,0.1255195140838623,0.7399956583976746,0.3069329857826233,0.11128046363592148,0.6812241673469543,0.2917204201221466,0.12837311625480652,0.7354336380958557,0.30674979090690613,0.10889416933059692,0.6820642352104187,0.2898564338684082,0.11924505978822708,0.7344188690185547,0.30491626262664795,0.10516120493412018,0.6758695244789124,0.31495344638824463,0.9999746680259705,0.7113463878631592,0.3109740912914276,0.9999735355377197,0.6373106837272644,0.3486214876174927,0.8383535146713257,0.7032053470611572,0.3415940999984741,0.5713629722595215,0.6598511338233948,0.41619980335235596,0.8331407904624939,0.7187322974205017,0.41590416431427,0.7285629510879517,0.6678675413131714,0.417389452457428,0.9418582320213318,0.7213722467422485,0.4204091727733612,0.924949586391449,0.6602655649185181,0.4603070020675659,0.8164157867431641,0.7225452661514282,0.4561654329299927,0.7280654311180115
265,0.6802318096160889,0.2110954225063324,0.8237137198448181,0.6776665449142456,0.2057274878025055,0.8298959136009216,0.6782792806625366,0.20430706441402435,0.8118950128555298,0.674381673336029,0.2055739313364029,0.8292997479438782,0.6825966238975525,0.20489147305488586,0.8320429921150208,0.6857287287712097,0.20535756647586823,0.8264630436897278,0.6869850158691406,0.20526744425296783,0.8559497594833374,0.676154375076294,0.2040814906358719,0.8332322835922241,0.6902456879615784,0.2060941904783249,0.8920806646347046,0.6784180402755737,0.21305595338344574,0.843544602394104,0.6839377880096436,0.2128182351589203,0.8524248600006104,0.662623405456543,0.2122562676668167,0.9995543956756592,0.710852861404419,0.21774223446846008,0.9997349381446838,0.6584030389785767,0.24680930376052856,0.31795451045036316,0.74102783203125,0.25545191764831543,0.25778132677078247,0.6690108776092529,0.2907847464084625,0.11426352709531784,0.7376848459243774,0.30099061131477356,0.10811492055654526,0.6682947278022766,0.2992229461669922,0.11592978239059448,0.7371537685394287,0.3073858320713043,0.11146452277898788,0.6740093231201172,0.29741084575653076,0.11865635961294174,0.7318792939186096,0.3073686957359314,0.10848484188318253,0.6754728555679321,0.2954663932323456,0.11048968881368637,0.7309171557426453,0.30569130182266235,0.10485442727804184,0.6758838891983032,0.3147773742675781,0.9999728798866272,0.7117782831192017,0.31068629026412964,0.9999713897705078,0.6376499533653259,0.3497960865497589,0.8497545719146729,0.7023190259933472,0.34318676590919495,0.5780261158943176,0.6617129445075989,0.42212316393852234,0.8437955379486084,0.7145197987556458,0.41562092304229736,0.7353835701942444,0.6702979207038879,0.4259205758571625,0.9459879398345947,0.7220423817634583,0.41977623105049133,0.9280915856361389,0.6612467765808105,0.4629390835762024,0.822860598564148,0.7226749062538147,0.45400598645210266,0.7223051190376282
266,0.6801450252532959,0.20896583795547485,0.8067671656608582,0.6791415810585022,0.20165854692459106,0.8107118606567383,0.6751505732536316,0.20297202467918396,0.7870319485664368,0.6727825403213501,0.20369383692741394,0.8053070902824402,0.6832557916641235,0.2019500583410263,0.8161946535110474,0.6851198077201843,0.20237897336483002,0.8086835145950317,0.686878502368927,0.2003495693206787,0.8447700142860413,0.6758736371994019,0.20330306887626648,0.809043288230896,0.6894243955612183,0.20493656396865845,0.8854398131370544,0.6779760718345642,0.21208782494068146,0.8244485855102539,0.6835101842880249,0.21128930151462555,0.8416876196861267,0.662755012512207,0.21254971623420715,0.99954754114151,0.7114447355270386,0.21758933365345,0.9997434616088867,0.6583552360534668,0.24815930426120758,0.31847643852233887,0.7443650960922241,0.2524433732032776,0.2564901113510132,0.669154703617096,0.2908526360988617,0.10521507263183594,0.7343682050704956,0.2983784079551697,0.10338383913040161,0.6694853901863098,0.2991732954978943,0.10669469833374023,0.7304863333702087,0.30501076579093933,0.10698781907558441,0.6746113896369934,0.2968505322933197,0.10925159603357315,0.7227352857589722,0.3050064146518707,0.10385853797197342,0.676823616027832,0.2952186167240143,0.10203972458839417,0.7228439450263977,0.303526908159256,0.10117164254188538,0.6761840581893921,0.3148176968097687,0.9999712705612183,0.7140442728996277,0.3121216893196106,0.9999696016311646,0.6348479986190796,0.3481902778148651,0.8570113778114319,0.6997501254081726,0.348349004983902,0.571961522102356,0.6628659963607788,0.4216918647289276,0.8488705158233643,0.7148565649986267,0.4151960015296936,0.7366197109222412,0.6719303131103516,0.42264384031295776,0.9490345120429993,0.7221477627754211,0.4199550151824951,0.9308434724807739,0.6628613471984863,0.4609203040599823,0.8222377300262451,0.7219088673591614,0.45256757736206055,0.7089836001396179
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
